8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8
8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,4
8,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,6,6,6,6,6,6,6,6,6,6,8,8,8,4,4
8,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,8,4,4,4,4
-1,-1,-1,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,8,4,4,-1,-1
-1,-1,-1,-1,6,6,6,6,6,6,6,8,8,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,6,6,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,6,6,6,-1,-1,-1,-1,-1,-1,-1,4,4,4,-1,-1,-1,-1,6,6,6,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,-1,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1
4,4,4,4,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,7,-1,-1,-1,-1,4,4,4,4
4,4,4,4,4,4,-1,-1,-1,4,4,4,4,8,8,8,8,8,8,8,4,4,-1,-1,-1,4,4,4,4,8,8,8
-1,-1,4,4,6,-1,-1,6,6,4,4,8,8,8,8,8,8,8,8,8,8,8,8,6,8,4,4,8,8,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,8,8,-1,-1,-1,-1,-1
-1,-1,-1,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,8,8,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,-1,-1,-1,-1,-1,-1
8,8,8,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,6,6,6,6,6,6,6,6,-1,-1,-1,-1,-1
8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-1,-1,-1
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
