12,12,10,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,13,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,12,13,13,13,13,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,10,13,13,10,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3
10,10,13,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,10,-1,-1,-1,-1,-1,3,3,3,3,12,12
10,13,13,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,10,-1,-1,10,10,10,13,13,13,12,12,12
13,13,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,10,10,10,10,13,13,12,12,12,12,12,12
10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,13,13,13,13,12,12,12,12,8,8,8
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,13,13,13,12,12,12,12,12,8,8,8,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,13,13,13,12,12,12,12,12,12,8,8,1,1,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,13,13,13,13,13,12,12,12,12,12,8,8,1,1,1,-1,-1,-1
-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,10,10,13,13,13,12,11,12,12,12,12,8,1,1,1,1,-1,-1,-1,-1,-1
-1,3,3,3,-1,-1,13,-1,-1,-1,-1,10,10,12,12,12,11,12,12,12,8,8,8,1,1,1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,12,12,11,11,12,12,12,8,8,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,3,3,3,3,-1,-1,10,12,11,11,12,12,8,8,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,12,12,12,12,8,8,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,10,10,10,10,10,10,10,10,10,10,12,12,12,8,8,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,13,12,12,12,12,12,12,12,12,12,12,12,8,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
